name,href,price,price1
HP 惠普 战99 15.6英寸 笔记本工作站 （I7-8750H、16GB、256GB、QuaDro P600）,https://www.smzdm.com/p/11386773/,7999元包邮,7999
华硕(ASUS) 飞行堡垒6 15.6英寸游戏笔记本电脑(i7-8750H 8G 256GSSD+1T GTX1060 6G 72%NTSC IPS)金属电竞,https://www.smzdm.com/p/11373005/,8298元,8298
Lenovo 联想 拯救者Y7000P 15.6英寸游戏笔记本电脑（i7-8750H、8GB、512GB、GTX1060 6G、144Hz）,https://www.smzdm.com/p/11385237/,8568元包邮（需用券）,8568
华硕(ASUS) 灵耀X 13.3英寸超窄边框轻薄笔记本电脑(i5-8250U 8G 256GSSD)勃艮第红（ZENBOOKX）,https://www.smzdm.com/p/11381954/,8599元,8599
msi 微星 GL63 15.6英寸游戏笔记本电脑（i7-8750H、16GB、256GB+1TB、GTX1060 6GB）,https://www.smzdm.com/p/11400084/,8699元包邮（需用券）,8699
HP 惠普 EliteBook 1050 G1 15.6英寸笔记本电脑(i5-8300H 8G 512SSD GTX1050 MAX-Q 4G独显 100%sRGB),https://www.smzdm.com/p/11359065/,8999元包邮,8999
ASUS 华硕 飞行堡垒6Plus 17.3英寸游戏本（i7-8750H、8GB、256GB+1TB、GTX1060 6GB、144Hz）,https://www.smzdm.com/p/11382312/,9271元包邮（需用券）,9271
HP 惠普 暗影精灵4代 15.6英寸游戏笔记本电脑（i7-8750H、16GB、256GB+1TB、GTX 1060、144Hz）,https://www.smzdm.com/p/11358783/,9299元包邮,9299
SAMSUNG 三星 星曜900X5T 15英寸笔记本,https://www.smzdm.com/p/11386437/,9469元（需用券）,9469
Microsoft 微软 Surface Book 2 13.5英寸笔记本电脑（i5-7300U、8GB、256GB）,https://www.smzdm.com/p/11379836/,9488元包邮（需用券）,9488
DELL 戴尔 XPS13 9360 13.3英寸 笔记本电脑（i7-8550U、16GB、512GB）,https://www.smzdm.com/p/11358532/,9599元包邮,9599
Hasee 神舟 精盾G97E 17.3英寸商务游戏本（i7-8750H、16GB、1TB+256GB、GTX1070 8G、120Hz),https://www.smzdm.com/p/11387497/,9888元包邮（需用券）,9888
HP 惠普 暗影精灵 4代 15.6英寸游戏本（i7-8750H、16GB、256GB+1TB、GTX1070 Max-Q 8G、144Hz）,https://www.smzdm.com/p/11358796/,10499元包邮,10499
Apple 苹果 2017款 MacBook Pro 13.3英寸笔记本电脑（i5、8GB、256GB）,https://www.smzdm.com/p/11357281/,10599元包邮,10599
历史低价 : Hasee 神舟 战神 GX8-CR6S1 17.3英寸笔记本电脑（i5-9600K、8G、1T+256G、GTX1070、120Hz、94%NTSC）,https://www.smzdm.com/p/11393131/,10699元包邮（需用券）,10699
Hasee 神舟 战神 GX8-CR6S1 17.3英寸笔记本电脑（i5-9600K、8G、1T+256G、GTX1070、120Hz、94%NTSC）,https://www.smzdm.com/p/11382241/,10970元包邮（双重优惠）,10970
GIGABYTE 技嘉 赢刃 Aero15 15.6英寸 游戏本（i7-8750H、8GB、512GB、GTX1060、144Hz）,https://www.smzdm.com/p/11386826/,11299元包邮,11299
ThundeRobot 雷神 911 Dino 15.6英寸 游戏本（i7-8750H、16GB、256GB+1TB、GTX1070、144Hz）,https://www.smzdm.com/p/11383172/,11999元包邮,11999
Razer 雷蛇 灵刃潜行版 13.3英寸笔记本（i7-8550U、16GB、512G、3K、触摸屏）,https://www.smzdm.com/p/11403657/,12499元,12499
Apple 苹果 2018款 MacBook Pro 13.3英寸笔记本电脑（i5、8GB、256GB、Touch Bar）,https://www.smzdm.com/p/11401740/,12699元,12699
Shinelon 炫龙 V87P 17.3英寸游戏本（i7-9700K、16GB、256GB+1TB、GTX1070 8G、94%NTSC）,https://www.smzdm.com/p/11387131/,13998元包邮,13998
ROG 玩家国度 枪神Plus 17.3英寸游戏本（i7-8750H、16GB、256GB+1TB、GTX1070 8G）,https://www.smzdm.com/p/11382118/,13999元,13999
ROG 玩家国度 枪神2 15.6英寸游戏本（i7-8750H、16GB、256GB+1TB、GTX1070 8GB、144HZ）,https://www.smzdm.com/p/11382104/,14999元包邮,14999
GIGABYTE 技嘉 赢刃Aero15X 15.6英寸游戏本（i7-8750H、16G、512G、GTX1070MaxQ 8G、4K）,https://www.smzdm.com/p/11381454/,15499元包邮,15499
ROG 玩家国度 GM501GM 2018款 15.6英寸游戏本（i7-8750H、16GB、256GB+1TB、GTX1060 6G）,https://www.smzdm.com/p/11382041/,15999元,15999
外星人Alienware15.6英寸游戏笔记本电脑黑,https://www.smzdm.com/p/11405608/,16999元,16999
ASUS 华硕 ROG玩家国度 GM501GS 15.6英寸游戏本（i7-8750H、16G、512GSSD+1TB、GTX1070 8G、144Hz、Gsync）,https://www.smzdm.com/p/11382029/,18999元,18999
Apple MacBook Pro 15.4英寸笔记本电脑 深空灰色 配备2018新款（六核八代i7 16G 512G固态硬盘 MR942CH/A）,https://www.smzdm.com/p/11405295/,19788元,19788
ALIENWARE 外星人 15 R4-R3748B 15.6英寸游戏本（i7-8750H、16GB、1TB+256GB、GTX 1070 8G）,https://www.smzdm.com/p/11397529/,19999元包邮,19999
msi 微星 GT63 8RG-014CN 15.6英寸游戏本（i7-8750H、8GB*2、1TB+256GB、GTX1080 8G、120Hz）,https://www.smzdm.com/p/11386216/,20878元包邮（需用券）,20878
Hasee 神舟 战神 GX10-CR9Pro 17.3寸游戏本（i9-9900K、16GB、512GB+2TB、GTX1080）,https://www.smzdm.com/p/11390108/,25998元包邮（满减）,25998
倍方 USB3.0集成分线器 7口集线器 高速扩展一拖七笔记本台式电脑集线器 0.6米 *3件,https://www.smzdm.com/p/11382849/,166.9元（合55.63元/件）,16695563
宜客莱(ECOLA）电脑清洁 专业四件套(清洁液+清洁布+气吹+清洁刷)CD-EL145 *3件,https://www.smzdm.com/p/11384366/,56.49元（合18.83元/件）,56491883
直降1000元 : Apple 苹果 2018款 MacBook Air 13.3英寸笔记本电脑（i5、8GB、128GB/256GB）,https://www.smzdm.com/p/11376201/,8499元/9999元包邮,84999999
DELL 戴尔 XPS 13 9370 13.3寸笔记本电脑（i7-8550U、16GB、512GB、4K触控）翻新版,https://www.smzdm.com/p/11373856/,$1249.99（约￥8835）,1249998835
促销活动 : 笔记本&游戏本 11月6日好价汇总,https://www.smzdm.com/p/11395914/,2018款MacBook Air拼多多直降1000、小米Air低至3599元,201810003599
