name,href,price,price1
美国杰士X12 Neckband真皮项圈颈挂入耳式经典HIFI动铁无线蓝牙耳机-黑色,https://www.smzdm.com/p/11283431/,2599元,2599
缤特力8200UC 蓝牙无线耳机耳麦 ANC主动降噪/音频视频会议终端/白,https://www.smzdm.com/p/11282577/,2649元,2649
缤特力8200UC 无线蓝牙办公耳机耳麦 会议电话/高清通话/黑,https://www.smzdm.com/p/11282575/,2649元,2649
舒尔 Shure SRH1440 专业开放式 头戴式手机耳机,https://www.smzdm.com/p/11283163/,2718元,2718
Shure 舒尔 SE846-CL 四单元动铁HiFi耳机 透明色,https://www.smzdm.com/p/11283328/,5288元,5288
Apple iPhone 7 Plus搭配i.am+ Buttons 未来 无线蓝牙入耳式耳机 监听耳机套装,https://www.smzdm.com/p/11289071/,5957元,5957
EDIFIER 漫步者 W23BT 蓝牙耳机 *4件,https://www.smzdm.com/p/11289678/,256元包邮（需用券，合64元/件）,25664
捷波朗 VOICE 250 USB 单耳话务耳机/耳麦 可调节音量/闭音/挂接/降噪 连电脑,https://www.smzdm.com/p/11283419/,386.05元,38605
BOSESOUNDSPORT PULSE无线蓝牙运动耳机苹果适用,https://www.smzdm.com/p/11284706/,1084.05元,108405
BIAZE 毕亚兹 苹果手机耳机 iphone耳机 *8件,https://www.smzdm.com/p/11289203/,212元（合26.5元/件）,212265
漫步者（EDIFIER） H180 手机耳机 立体声耳塞 白色 *8件,https://www.smzdm.com/p/11289059/,212元（合26.5元/件）,212265
漫步者（EDIFIER） H180 手机耳机 立体声耳塞 黑色 *8件,https://www.smzdm.com/p/11288857/,212元（合26.5元/件）,212265
Jabra 捷波朗 Boost 劲步 商务蓝牙耳机 *2件,https://www.smzdm.com/p/11289482/,218元包邮（需用券，合109元/件）,218109
aigo 爱国者 A690 圈铁入耳式耳机 *2件,https://www.smzdm.com/p/11290723/,238元包邮（需用券，合119元/件）,238119
Skullcandy 骷髅头 INKD 2.0 IN-EAR 入耳式耳机 *2件,https://www.smzdm.com/p/11290373/,238元包邮（需用券，合119元/件）,238119
AMINY 艾米尼 UFO蓝牙耳机 *2件,https://www.smzdm.com/p/11290603/,278元包邮（需用券，合139元/件）,278139
京东PLUS会员 : Newsmy 纽曼 Q10 头戴式无损音乐播放器 8G *2件,https://www.smzdm.com/p/11289597/,290元包邮（合145元/件）,290145
先科（SAST）无线蓝牙耳机 T6黑 商务迷你耳麦入耳式 隐形运动双耳立体声降噪音乐耳塞 苹果安卓手机通用 *2件,https://www.smzdm.com/p/11291006/,296元（合148元/件）,296148
SONY 索尼 MDR-ZX310 头戴式耳机 *2件,https://www.smzdm.com/p/11290552/,298元包邮（需用券，合149元/件）,298149
PHILIPS 飞利浦 SHB3060 蓝牙耳机 *2件,https://www.smzdm.com/p/11290108/,298元包邮（需用券，合149元/件）,298149
EDIFIER 漫步者 W288BT 无线蓝牙运动耳机 *2件,https://www.smzdm.com/p/11289753/,298元包邮（需用券，合149元/件）,298149
Jabra 捷波朗 STEP 势代 无线运动耳机 *2件,https://www.smzdm.com/p/11289684/,338元包邮（需用券，合169元/件）,338169
HUAWEI 华为 xSport AM61 运动蓝牙耳机 魅焰红 *2件,https://www.smzdm.com/p/11290475/,358元（合179元/件）,358179
Jabra 捷波朗 Mini/迷你 耳挂式商务蓝牙耳机 *4件,https://www.smzdm.com/p/11290113/,366元包邮（需用券，合91.5元/件）,366915
网易云音乐氧气蓝牙耳机PRO版 一键红心收藏云村专属圈铁颈挂式无线运动跑步音乐入耳式手机带麦通话 ME05B *2件,https://www.smzdm.com/p/11290837/,496元（合248元/件）,496248
出门问问 TicPods Free 小问智能耳机 *2件,https://www.smzdm.com/p/11283036/,745元包邮（需用券，合372.5元/件）,7453725
